child,n_episodes,n_cues,outcome_mean,beta_COI_x_cum,se_COI_x_cum,p_COI_x_cum,beta_COI,se_COI,beta_cum,se_cum,r2,corpus_label,language
Dominic,1536,59,0.7272135416666666,0.004329222206373107,0.026641214603765093,0.8709113942933963,-0.000422125577949628,0.033147886625087185,0.05739663739725864,0.03119661551508741,0.2668369625668493,English-UK,English-UK
Eleanor,43709,121,0.6698620421423506,0.008169737332496062,0.052333725013785165,0.8759475282808808,-0.010436078500684648,0.03769444921791522,0.013249701017526438,0.02194038193818543,0.32708444500572453,English-UK,English-UK
Frances,1451,74,0.7070985527222605,-0.11207019408007865,0.08596366915940297,0.1923384344340403,-0.07674674050054339,0.06037520087120911,0.05210691464519973,0.03204456128783079,0.34869064511929326,English-UK,English-UK
Fraser,13062,100,0.668733731434696,-0.033456344955821164,0.03133022360778482,0.2855829139954955,-0.029110199392881075,0.02266303681270584,0.05896454354015721,0.019077287390263743,0.26457790685393234,English-UK,English-UK
Geoffrey,1853,74,0.6632487857528332,0.14520571798946913,0.043772768387750356,0.0009090450020107052,0.09490500239888061,0.024520958382530565,-0.06290383930729267,0.025732953649040255,0.34285320335683267,English-UK,English-UK
Helen,515,54,0.7456310679611651,-0.012476811139434878,0.06217889910867935,0.8409645238313914,-0.02316223502516422,0.04497754222720585,0.01186839632726414,0.032431689712961606,0.31852196320462445,English-UK,English-UK
Jack,401,47,0.5386533665835411,0.0337074937856115,0.044932211685104154,0.45314298924482277,-0.018951788214536802,0.0418448090426068,0.029188010632842043,0.03860619191905598,0.3792467924534014,English-UK,English-UK
Jason,320,45,0.621875,-0.06274338441790572,0.06042903571507178,0.2991310507664171,-0.12911935878223202,0.03895064253786701,0.15909317577321908,0.06765111411638199,0.34874994026361794,English-UK,English-UK
Joel,277,36,0.7148014440433214,-0.0008712417851317877,0.067781070057303,0.9897444636542799,0.01788389389755915,0.06725253528321684,0.03398156295122223,0.05247155030906678,0.424310312199526,English-UK,English-UK
John,3875,82,0.6792258064516129,-0.07528527544826705,0.06594619585824882,0.25361339851249176,-0.0779954406385762,0.052956474316848814,0.0655814797883291,0.040689227237535694,0.33045077949279134,English-UK,English-UK
Jonathan,240,39,0.7458333333333333,0.10554773369070604,0.06238207294365369,0.09065432944253188,0.030277860765658644,0.021742465304003693,-0.06677532355802934,0.033880295054289675,0.40603195599440955,English-UK,English-UK
Laura,588,53,0.6598639455782312,0.16000864291095057,0.038002107129812904,2.5478324534375636e-05,0.10713920928085585,0.019653888704173655,-0.07106077234866731,0.03959417829020659,0.3891231632191722,English-UK,English-UK
Liz,4183,78,0.5883337317714559,0.04483925990681263,0.08787924891339403,0.609885309297742,0.014008520409820722,0.06598245234804488,0.0813520991020443,0.043679654350858375,0.27409939510574444,English-UK,English-UK
Neville,1330,63,0.44511278195488724,-0.04044734514542721,0.07017548040391436,0.5643621948534712,0.011969382593142217,0.05921048932535039,0.09013687659672509,0.037886742633681206,0.19533490200823078,English-UK,English-UK
Nicole,1564,71,0.6067774936061381,0.0963768441872297,0.026834526248802726,0.00032874993560607464,0.03432978980948434,0.019847669035003204,-0.01407986089818846,0.025999356220532593,0.3071186050613116,English-UK,English-UK
Penny,357,40,0.7507002801120448,-0.018497190496783167,0.08004230521269884,0.8172428049253508,-0.021916288920440896,0.05490995464799036,0.01922210400748947,0.05743440277952072,0.34132072748070486,English-UK,English-UK
Ruth,648,50,0.6682098765432098,-0.03181448840296929,0.038386237376466105,0.40721795881444234,0.018703245956448535,0.028749361581474366,0.015238649421429579,0.021530293261737835,0.2865366732827077,English-UK,English-UK
Samantha,1386,65,0.6320346320346321,-0.027835024229396696,0.06796602874703475,0.6821410779273036,-0.05886741830098522,0.050460385433504,0.07268749546318454,0.06355501960716112,0.3208983844690846,English-UK,English-UK
Sean,4918,94,0.6464009760065067,-0.014441614998657024,0.057993698449802046,0.8033449879439651,-0.021335759776114294,0.045253479977808084,0.04117031038990493,0.037390057388855216,0.33511236338727624,English-UK,English-UK
Stella,1484,64,0.6017520215633423,0.09518872194434258,0.03845941838961695,0.01332200607167127,0.02327640109733796,0.036591571480294315,-0.014514885302398473,0.0401051507947644,0.35098832305942973,English-UK,English-UK
Thomas,166827,136,0.610458738693377,-0.025882571534006985,0.06060357759621518,0.6693211123648306,-0.02132394187506057,0.04497425510532679,0.05630459321086755,0.03398489334776627,0.3305655935307926,English-UK,English-UK
Warren,42815,124,0.6054420179843513,-0.05889578775437186,0.048403124502164004,0.22368923728694723,-0.04241227572766859,0.04032672990634418,0.07085983353943098,0.03295203647139571,0.3568141329391378,English-UK,English-UK
